headlines,date,type
"FBI admits illegal wiretapping of President Trump, issues apology",2020-01-13,topNewsHeadlines
2 Fort Bragg paratroopers killed by roadside bomb in Afghanistan,2020-01-13,topNewsHeadlines
Hillary Clinton was the most exonerated politician ever,2020-01-13,topNewsHeadlines
"Aircraft drop 2,200 kg of sweet potatoes, carrots for starving animals in Australian brushfires",2020-01-13,topNewsHeadlines
UK abandons Trump as US 'withdraws its leadership around the world',2020-01-13,topNewsHeadlines
#OscarNoms,2020-01-13,topTrendingOnSm
#TheOutsiderHBO,2020-01-13,topTrendingOnSm
Critics' Choice Awards,2020-01-13,topTrendingOnSm
Julian Edelman,2020-01-13,topTrendingOnSm
Real Madrid,2020-01-13,topTrendingOnSm
Taal Volcano,2020-01-13,topTrendingOnSm
Astros,2020-01-13,topTrendingOnSm
Troy Aikman,2020-01-13,topTrendingOnSm
EXO Chen,2020-01-13,topTrendingOnSm
Antonio Brown,2020-01-13,topTrendingOnSm
Cory Booker,2020-01-13,topTrendingOnSm
Titans,2020-01-13,topTrendingOnSm
MY NEW BROTHER SUGA https://t.co/RqM9zHWSPY<e2><80><94> MAX (@MAXMusic) ,2020-01-14,topTweets
"when you<e2><80><99>re                  when you<e2><80><99>re serious                           excited https://t.co/WiCXKy6gjV<e2><80><94> yousef (@Yousef_M10) January 13, 2020The LSU Tigers are National Champions!#GeauxTigers https://t.co/x3WhHIc0wD<e2><80><94> LSU Football (@LSUfootball) ",2020-01-14,topTweets
College Football Fans Go Crazy For Trump And Melania At National Championship Game,2020-01-14,topNewsHeadlines
Vince Vaughn faces liberal outrage after he was seen with Trump during national championship game,2020-01-14,topNewsHeadlines
Trump's border wall: President planning to divert additional $7.2 billion in Pentagon funds for barrier construction,2020-01-14,topNewsHeadlines
Build-A-Bear will debut a Baby Yoda stuffed animal,2020-01-14,topNewsHeadlines
"LSU wins fourth National Championship, ends Clemson's streak",2020-01-14,topNewsHeadlines
Joe Goldberg Will Return in You Season 3,2020-01-14,topNewsHeadlines
Project Veritas: Bernie Sanders Field Organizer Suggests Gulags to Help 'Nazified' Trump Voters,2020-01-14,topNewsHeadlines
More than 40 injured after Delta jet dumps fuel on L.A. schools during midair emergency,2020-01-14,topNewsHeadlines
Trump retweeted Pelosi in Muslim garb. The White House made it worse.,2020-01-14,topNewsHeadlines
Iran Plane Crash: Video Shows Two Iranian Missiles Hit Ukrainian Plane,2020-01-14,topNewsHeadlines
Man who shot church gunman gets highest Texas civilian honor,2020-01-14,topNewsHeadlines
Vince Vaughn,2020-01-14,topTrendingOnSm
Luke Kuechly,2020-01-14,topTrendingOnSm
#PortfolioDay,2020-01-14,topTrendingOnSm
#DemDebate,2020-01-14,topTrendingOnSm
Joe Burrow,2020-01-14,topTrendingOnSm
Congrats to LSU,2020-01-14,topTrendingOnSm
#NationalDressUpYourPetDay,2020-01-14,topTrendingOnSm
This Is Us,2020-01-14,topTrendingOnSm
#AskStephenA,2020-01-14,topTrendingOnSm
#MyPSYear2019,2020-01-14,topTrendingOnSm
#CrisisOnInfiniteEarths,2020-01-14,topTrendingOnSm
Antonio Gates,2020-01-14,topTrendingOnSm
[17'S <eb><8f><84><ea><b2><b8>] Dallas CARATs I had so much fun!<f0><9f><92><95>I will always remember today#NowSVT https://t.co/xUF3WgEz8G<e2><80><94> <ec><84><b8><eb><b8><90><ed><8b><b4>(SEVENTEEN) (@pledis_17) ,2020-01-15,topTweets
Miss Americana <f0><9f><8e><ac> January 31 on @NetflixFilmhttps://t.co/Ot56y6jnCs https://t.co/hrnxN5IxuY<e2><80><94> Taylor Swift (@taylorswift13) ,2020-01-15,topTweets
r u ready for my last ride https://t.co/rU9L1tA8qw<e2><80><94> BoJack Horseman (@BoJackHorseman) ,2020-01-15,topTweets
Build-A-Bear to Release Adorable Baby Yoda Plush,2020-01-15,topNewsHeadlines
BREAKING: Virginia Democrat Governor Ralph Northam To Declare Emergency Banning All Guns From State Capitol Grounds,2020-01-15,topNewsHeadlines
Democrats Block A Vote To Support Iran Protesters,2020-01-15,topNewsHeadlines
WWE Legend Rocky Johnson Passes Away At 75,2020-01-15,topNewsHeadlines
Russia government resigns after Putin proposes reforms that would weaken his successor,2020-01-15,topNewsHeadlines
More than 50 injured after Delta jet dumps fuel on L.A. schools during midair emergency,2020-01-15,topNewsHeadlines
"YOU' Season 3 Is Officially Happening, So Get Ready To Meet Daddy Joe",2020-01-15,topNewsHeadlines
Boosie BadAzz Beats Up George Zimmerman at a Walmart in Miami,2020-01-15,topNewsHeadlines
ICE issues detainer for illegal immigrant accused of murdering 92-year-old NY woman,2020-01-15,topNewsHeadlines
Lev Parnas tells Maddow <e2><80><98>Trump knew exactly what was going on<e2><80><99>,2020-01-15,topNewsHeadlines
House Democrats Just Dropped a Boatload of Impeachment Documents That Look Really Bad for Trump,2020-01-15,topNewsHeadlines
#RockHall2020,2020-01-15,topTrendingOnSm
Robert Hyde,2020-01-15,topTrendingOnSm
#CrisisOnInfiniteEarths,2020-01-15,topTrendingOnSm
"- #Sehun visiting Kris Van Assche's Studio before the #Berluti Winter 2020 Show on January 17 at 1pm CET -Watch the Show LIVE on Instagram, Facebook, https://t.co/mi2OPmxw7X, WeChat & Weibo.#<ec><84><b8><ed><9b><88> #<ec><97><91><ec><86><8c> #<e5><90><b4><e4><b8><96><e5><8b><8b> #EXO https://t.co/BlGLQXXCPV<e2><80><94> Berluti (@berluti) ",2020-01-16,topTweets
"when somebody call my dry ass phone https://t.co/o7V0L8UJri<e2><80><94> IG: @swaveyvic (@SWAVEYVlC) January 15, 2020It<e2><80><99>s 4am & I<e2><80><99>m dying <f0><9f><98><82> https://t.co/FZP8JO2P0p<e2><80><94> brenda <f0><9f><8d><92> (@brendavizcarra_) January 15, 2020",2020-01-16,topTweets
Rain Finally Pours in Australia Putting out Deadly Bushfires,2020-01-16,topNewsHeadlines
"WWE legend Rocky Johnson, father of Dwayne 'The Rock' Johnson, dies at age 75",2020-01-16,topNewsHeadlines
Pelosi hands out commemorative pens as House transmits Trump impeachment articles to Senate,2020-01-16,topNewsHeadlines
Lev Parnas tells Maddow <e2><80><98>Trump knew exactly what was going on<e2><80><99>,2020-01-16,topNewsHeadlines
Olivia Brower will appear in SI Swimsuit 2020,2020-01-16,topNewsHeadlines
"Key figure in Ukraine scandal: Trump 'lied,' knew about scheme",2020-01-16,topNewsHeadlines
Trump To Reinforce Protections For Prayer In Schools,2020-01-16,topNewsHeadlines
Virginia Declares State of Emergency After Armed Militias Threaten to Storm the Capitol,2020-01-16,topNewsHeadlines
"Today in History, January 15, 1929: Martin Luther King Jr. was born",2020-01-16,topNewsHeadlines
Donald Trump signs landmark trade deal with China to fix 'wrongs of the past',2020-01-16,topNewsHeadlines
Odell Beckham Issued Simple Battery Warrant For Locker Room Butt Slap,2020-01-16,topNewsHeadlines
Aaron Hernandez,2020-01-16,topTrendingOnSm
#LevParnas,2020-01-16,topTrendingOnSm
#SeduceSomeoneInFourWords,2020-01-16,topTrendingOnSm
#Cyberpunk2077,2020-01-16,topTrendingOnSm
McGee,2020-01-16,topTrendingOnSm
Jessica Mendoza,2020-01-16,topTrendingOnSm
#Grownish,2020-01-16,topTrendingOnSm
Quinn Cook,2020-01-16,topTrendingOnSm
Altuve,2020-01-16,topTrendingOnSm
I JUST GOT IMPEACHED,2020-01-16,topTrendingOnSm
After Dark,2020-01-16,topTrendingOnSm
#SmashDirect,2020-01-16,topTrendingOnSm
"Thrilled to announce @BTS_twt returns to the #LateLateShow on January 28 to perform ""Black Swan""! https://t.co/1oNVIxsgQx<e2><80><94> The Late Late Show with James Corden (@latelateshow) ",2020-01-17,topTweets
no edm drop.. no trap beat.. straight classical music with rap and singing..<e2><80><94> Adam<e2><81><b7> (@BTSBEINGBTSYT) ,2020-01-17,topTweets
some words from mac miller as we all get ready to press play on #circles <f0><9f><92><95>https://t.co/RqSjMPEy0U<e2><80><94> Genius (@Genius) ,2020-01-17,topTweets
A Very Stable Genius' book excerpt: Inside Trump?s stunning tirade against generals,2020-01-17,topNewsHeadlines
Samantha Hoopes is back for her seventh year in SI Swimsuit,2020-01-17,topNewsHeadlines
The Rain Finally Pours Down In Australia Putting Out Over 30 Deadly Bushfires,2020-01-17,topNewsHeadlines
"Pelosi hands out souvenir pens, Dems slammed for gloating as House delivers Trump impeachment articles",2020-01-17,topNewsHeadlines
Trump Reinforces Protections For Student Prayer In Schools : NPR,2020-01-17,topNewsHeadlines
Barack Obama Wishes Happy Birthday to His 'Star' Michelle,2020-01-17,topNewsHeadlines
Trump updates school prayer guidance: 'We will uphold religious liberty',2020-01-17,topNewsHeadlines
Pornhub Sued by Deaf Man Over Lack of Closed Captioning in Videos,2020-01-17,topNewsHeadlines
Giants make Alyssa Nakken first female coach in MLB history,2020-01-17,topNewsHeadlines
Source -- Jason Garrett agrees to become new Giants OC,2020-01-17,topNewsHeadlines
The chart the Trump campaign should be 'plastering absolutely everywhere': Deirdre Bolton,2020-01-17,topNewsHeadlines
Gemi Bordelon,2020-01-17,topTrendingOnSm
#BlackSwan,2020-01-17,topTrendingOnSm
David Brooks,2020-01-17,topTrendingOnSm
Happy Birthday Michelle,2020-01-17,topTrendingOnSm
Music To Be Murdered,2020-01-17,topTrendingOnSm
#BettyWhite,2020-01-17,topTrendingOnSm
#SmackDown,2020-01-17,topTrendingOnSm
Eminem,2020-01-17,topTrendingOnSm
Kamikaze,2020-01-17,topTrendingOnSm
Slim Shady,2020-01-17,topTrendingOnSm
Ken Starr,2020-01-17,topTrendingOnSm
Mac Miller,2020-01-17,topTrendingOnSm
- An inside look at the Fitting Session with #SEHUN before the #Berluti Winter 2020 Show by Kris Van Assche -#<ec><84><b8><ed><9b><88> #<ec><97><91><ec><86><8c> #<e5><90><b4><e4><b8><96><e5><8b><8b> #EXO https://t.co/gD0YROxErN<e2><80><94> Berluti (@berluti) ,2020-01-18,topTweets
"I don<e2><80><99>t Need Love , I Need Money .<e2><80><94> Lil Baby (@lilbaby4PF) ",2020-01-18,topTweets
happy one year https://t.co/jTllO2FaUv<e2><80><94> Ariana Grande (@ArianaGrande) ,2020-01-18,topTweets
Trump Targets Michelle Obama's School Lunch Program on Her Birthday,2020-01-18,topNewsHeadlines
A Very Stable Genius' book excerpt: Inside Trump's stunning tirade against generals,2020-01-18,topNewsHeadlines
Navy to name aircraft carrier for Pearl Harbor hero Doris Miller,2020-01-18,topNewsHeadlines
"Harry and Meghan give up royal titles as ""no longer working members"" of royal family",2020-01-18,topNewsHeadlines
Martha McSally not sorry for Manu Raju insult: 'I'm a fighter pilot. I called it like it is',2020-01-18,topNewsHeadlines
Trump lawyers respond to articles of impeachment: 'Constitutionally invalid',2020-01-18,topNewsHeadlines
"Amtrak Wanted Two Wheelchair Users To Pay $25,000 For A Train Ride : NPR",2020-01-18,topNewsHeadlines
ISIS' very own 'Jabba the Hutt<e2><80><99> captured in Iraq,2020-01-18,topNewsHeadlines
National Archives exhibit blurs images critical of President Trump,2020-01-18,topNewsHeadlines
Trump privately detailed the Soleimani airstrike to donors at Mar-a-Lago fundraiser,2020-01-18,topNewsHeadlines
Mississippi man gets 12 years in prison for possessing a cellphone in county jail,2020-01-18,topNewsHeadlines
#WomensMarch,2020-01-18,topTrendingOnSm
Real Time with Bill Maher,2020-01-18,topTrendingOnSm
#AFallFromGrace,2020-01-18,topTrendingOnSm
Alan Dershowitz,2020-01-18,topTrendingOnSm
Ivy Park,2020-01-18,topTrendingOnSm
Betty White,2020-01-18,topTrendingOnSm
Mac Miller,2020-01-18,topTrendingOnSm
NFL playoffs schedule,2020-01-18,topTrendingOnSm
Chris Collins,2020-01-18,topTrendingOnSm
Coronavirus,2020-01-18,topTrendingOnSm
Real Madrid vs Sevilla,2020-01-18,topTrendingOnSm
Gemi Bordelon,2020-01-18,topTrendingOnSm
WE'RE GOING TO MIAMI! https://t.co/CkUZqzhrRM<e2><80><94> Kansas City Chiefs (@Chiefs) ,2020-01-19,topTweets
Here<e2><80><99>s the entire McGregor vs Cowboy fight. #UFC246 https://t.co/qmcY3oasxG<e2><80><94> Eric Rosenthal (@ericsports) ,2020-01-19,topTweets
In a world filled with kaitlyn Bennetts be a Rosie https://t.co/8L9Ycbj59b<e2><80><94> anthony (@anthonygonnn) ,2020-01-19,topTweets
Puerto Rico Governor Wanda V<c3><a1>zquez Garced fires emergency director after aid is found sitting in warehouse,2020-01-19,topNewsHeadlines
Navy Aircraft Carrier to Be Named for Black Pearl Harbor Veteran,2020-01-19,topNewsHeadlines
"At least two Honolulu police officers killed in shooting, report says",2020-01-19,topNewsHeadlines
"Navy to name aircraft carrier for Doris 'Dorie' Miller, Pearl Harbor hero",2020-01-19,topNewsHeadlines
Newt Gingrich: Trump impeachment will bring Pelosi and House Democrats condemnation by history,2020-01-19,topNewsHeadlines
Space Force unveils service uniforms with camouflage design,2020-01-19,topNewsHeadlines
"Conor McGregor KO'd Donald Cerrone in 40 seconds, goes to party",2020-01-19,topNewsHeadlines
"<e2><80><98>Seismic<e2><80><99>: Queen Financially Cuts Off Harry And Meghan, Strips Titles. Here<e2><80><99>s Her Statement.",2020-01-19,topNewsHeadlines
Trump Legal Team Launches All Out Assault Against Democrats<e2><80><99> Partisan Impeachment,2020-01-19,topNewsHeadlines
Even C-SPAN Is Piqued: Senate Puts Limits on Trial Coverage,2020-01-19,topNewsHeadlines
Opinion ,2020-01-19,topNewsHeadlines
" Capt. <e2><80><98>Sully<e2><80><99> Sullenberger: Like Joe Biden, I Once Stuttered, Too. I Dare You to Mock Me.",2020-01-19,topNewsHeadlines
Holly Holm,2020-01-19,topTrendingOnSm
Super Bowl,2020-01-19,topTrendingOnSm
Tariq,2020-01-19,topTrendingOnSm
#AFCChampionship,2020-01-19,topTrendingOnSm
#DumbThingsIDidInHighSchool,2020-01-19,topTrendingOnSm
Cerrone,2020-01-19,topTrendingOnSm
Faust,2020-01-19,topTrendingOnSm
Khabib,2020-01-19,topTrendingOnSm
#UFC246,2020-01-19,topTrendingOnSm
#ChiefsKingdom,2020-01-19,topTrendingOnSm
Mahomes,2020-01-19,topTrendingOnSm
#PowerTV,2020-01-19,topTrendingOnSm
i started to cry he<e2><80><99>s just so small and the pillow is@so large... and he<e2><80><99>s so inspired ... https://t.co/cmBjMaMLqA<e2><80><94> fatass kelly price <e2><93><8b> (@meredamn) ,2020-01-20,topTweets
remember if britney could survive 2007 u can survive today<e2><80><94> blackbear (@iamblackbear) ,2020-01-20,topTweets
"Every so often, I re-read Dr. King<e2><80><99>s Letter from a Birmingham Jail. While some of the injustices may have changed, his poetic brilliance, moral clarity, and tests of conscience still reverberate today. Take a moment to reflect on his righteous call: https://t.co/oBdqFqdWA6<e2><80><94> Barack Obama (@BarackObama) ",2020-01-20,topTweets
"At tense Virginia rally, demonstrators reject extremists, defend law-abiding gun owners",2020-01-20,topNewsHeadlines
U.S. Navy To Name Aircraft Carrier After WWII Hero Doris Miller,2020-01-20,topNewsHeadlines
Richmond Gun Rally: Thousands Of Gun Owners Converge On Virginia Capitol On MLK Day,2020-01-20,topNewsHeadlines
"San Francisco 49ers beat Green Bay Packers, advance to Super Bowl against Chiefs",2020-01-20,topNewsHeadlines
Hawaii shooting leaves multiple officers dead,2020-01-20,topNewsHeadlines
Chaos in Puerto Rico as mob finds unused disaster supplies,2020-01-20,topNewsHeadlines
Singer-songwriter David Olney dies on stage during performance at Florida festival,2020-01-20,topNewsHeadlines
"Halsey, SUGA, BTS - SUGA's Interlude (Lyric Video)",2020-01-20,topNewsHeadlines
Opinion ,2020-01-20,topNewsHeadlines
 Amy Klobuchar and Elizabeth Warren Are Democrats<e2><80><99> Top Choices for President,2020-01-20,topNewsHeadlines
Robert De Niro Blasts President Trump In Yet Another Awards Speech,2020-01-20,topNewsHeadlines
Remembering Dr. Martin Luther King Jr.,2020-01-20,topNewsHeadlines
#CurbYourEnthusiasm,2020-01-20,topTrendingOnSm
#SAGAwards,2020-01-20,topTrendingOnSm
Venus Williams,2020-01-20,topTrendingOnSm
David Olney,2020-01-20,topTrendingOnSm
Warren and Klobuchar,2020-01-20,topTrendingOnSm
Australian Open,2020-01-20,topTrendingOnSm
Hawaii shooting,2020-01-20,topTrendingOnSm
Barcelona vs Granada,2020-01-20,topTrendingOnSm
Happy MLK,2020-01-20,topTrendingOnSm
Liverpool vs Man United,2020-01-20,topTrendingOnSm
Chandler Parsons,2020-01-20,topTrendingOnSm
Jennifer Aniston,2020-01-20,topTrendingOnSm
Smells like bitch in here https://t.co/tqDzBhsW0b<e2><80><94> Casta<c3><b1>o <f0><9f><8d><bb> (@Johan_Sanroman1) ,2020-01-21,topTweets
"Trump's lawyer claimed the House isn't ready to present our case.We<e2><80><99>re ready.The House calls John Bolton to testify. The House calls Mick Mulvaney.We<e2><80><99>re ready to present our case, ready to call witnesses, ready to see the documents.The question: Will the Senate let us? https://t.co/MD5d1bqsxU<e2><80><94> Adam Schiff (@RepAdamSchiff) ",2020-01-21,topTweets
"Leader McConnell<e2><80><99>s plan for a dark of night impeachment trial confirms what the American people have seen since Day One: the Senate GOP Leader has chosen a cover-up for the President, rather than honor his oath to the Constitution. https://t.co/qPHy84MRhe<e2><80><94> Nancy Pelosi (@SpeakerPelosi) ",2020-01-21,topTweets
Virginia's Capitol flooded with gun rights activists for Second Amendment rally,2020-01-21,topNewsHeadlines
"Hillary Clinton on Bernie Sanders: ""Nobody likes him, nobody wants to work with him""",2020-01-21,topNewsHeadlines
"Virginia Gun Rally Ends With One Arrest, Peaceful Demonstrations",2020-01-21,topNewsHeadlines
Trump calls impeachment trial a long-running 'hoax' at Davos,2020-01-21,topNewsHeadlines
Coronavirus: First U.S. case confirmed in Washington State,2020-01-21,topNewsHeadlines
CNN poll: Majority of Americans think Trump should be removed,2020-01-21,topNewsHeadlines
"THE REBELLION EXPLODES: 22,000+ Pro-Gun Activists Flood Virginia<e2><80><99>s Capital To Push Back On Democrat Extremism",2020-01-21,topNewsHeadlines
"Record-breaking 100,000 people want tickets to Trump rally in New Jersey",2020-01-21,topNewsHeadlines
49ers' Katie Sowers Will Be First Female Coach at Super Bowl,2020-01-21,topNewsHeadlines
AOC declares Democrats a 'center-conservative' party: We don't have a 'left party' in this country,2020-01-21,topNewsHeadlines
WHO expects further spread of new coronavirus in China,2020-01-21,topNewsHeadlines
Delonte West,2020-01-21,topTrendingOnSm
